karicsál,karicsálás,2,VERB[GERUND]|NOUN
precíz,precízség,5,ADJ[ABSTRACT]|NOUN
felleltároz,felleltározás,2,VERB[GERUND]|NOUN
továbbrepül,továbbrepülés,1,VERB[GERUND]|NOUN
farizeus,farizeusság,10,ADJ[ABSTRACT]|NOUN
akadályoz,akadályozás,22,VERB[GERUND]|NOUN
kidíszít,kidíszítés,2,VERB[GERUND]|NOUN
beingázik,beingázás,2,VERB[GERUND]|NOUN
újrafarag,újrafaragás,3,VERB[GERUND]|NOUN
átkozott,átkozottság,12,ADJ[ABSTRACT]|NOUN
kiülepedik,kiülepedés,3,VERB[GERUND]|NOUN
beépül,beépülés,42,VERB[GERUND]|NOUN
kétlaki,kétlakiság,11,ADJ[ABSTRACT]|NOUN
létrekel,létrekelés,1,VERB[GERUND]|NOUN
átevickél,átevickélés,2,VERB[GERUND]|NOUN
jelképszerű,jelképszerűség,6,ADJ[ABSTRACT]|NOUN
együttkocsizik,együttkocsizás,2,VERB[GERUND]|NOUN
alábecsül,alábecslés,4,VERB[GERUND]|NOUN
arányosít,arányosítás,48,VERB[GERUND]|NOUN
begyökereztet,begyökereztetés,4,VERB[GERUND]|NOUN
visszaiktat,visszaiktatás,1,VERB[GERUND]|NOUN
lediktál,lediktálás,2,VERB[GERUND]|NOUN
römizik,römizés,2,VERB[GERUND]|NOUN
visszaemel,visszaemelés,32,VERB[GERUND]|NOUN
felhat,felhatás,2,VERB[GERUND]|NOUN
alanytalan,alanytalanság,2,ADJ[ABSTRACT]|NOUN
instanciázik,instanciázás,4,VERB[GERUND]|NOUN
tüzetes,tüzetesség,1,ADJ[ABSTRACT]|NOUN
összeér,összeérés,18,VERB[GERUND]|NOUN
reszkíroz,reszkírozás,1,VERB[GERUND]|NOUN
nekiveselkedik,nekiveselkedés,8,VERB[GERUND]|NOUN
proletárosodik,proletárosodás,1,VERB[GERUND]|NOUN
kedvezményezett,kedvezményezettség,27,ADJ[ABSTRACT]|NOUN
