robbant,robbantasz,2,VERB|PERS<2>
feltételez,feltételezel,32,VERB|PERS<2>
gyulladjék,gyulladjál,1,VERB|SUBJUNC-IMP|PERS<2>
jogosít,jogosítasz,2,VERB|PERS<2>
meggyőzött,meggyőztél,22,VERB|PAST|PERS<2>
csitít,csitítasz,1,VERB|PERS<2>
megrázott,megráztál,6,VERB|PAST|PERS<2>
vakul,vakulsz,6,VERB|PERS<2>
rájön,rájössz,15,VERB|PERS<2>
beépül,beépülsz,6,VERB|PERS<2>
szorítana,szorítanál,1,VERB|COND|PERS<2>
eligazítani,eligazítanod,3,VERB|INF|PERS<2>
vizsgált,vizsgáltál,8,VERB|PAST|PERS<2>
póruljárhat,póruljárhatsz,1,VERB|MODAL|PERS<2>
felhat,felhatsz,2,VERB|PERS<2>
kimerészkedjék,kimerészkedjél,3,VERB|SUBJUNC-IMP|PERS<2>
felkísérni,felkísérned,2,VERB|INF|PERS<2>
csördítsen,csördíts,3,VERB|SUBJUNC-IMP|PERS<2>
rátipor,rátiporsz,2,VERB|PERS<2>
imádott,imádtál,6,VERB|PAST|PERS<2>
karicsál,karicsálsz,1,VERB|PERS<2>
átgázolni,átgázolnod,18,VERB|INF|PERS<2>
gúnyolódott,gúnyolódtál,12,VERB|PAST|PERS<2>
próbálkozhatik,próbálkozhatsz,5,VERB|MODAL|PERS<2>
nekiveselkedik,nekiveselkedsz,2,VERB|PERS<2>
egybekel,egybekelsz,4,VERB|PERS<2>
rajzoltat,rajzoltatsz,3,VERB|PERS<2>
becipelt,becipeltél,2,VERB|PAST|PERS<2>
kinevettet,kinevettetsz,4,VERB|PERS<2>
ehessen,ehess,9,VERB|MODAL|SUBJUNC-IMP|PERS<2>
visszatart,visszatartasz,8,VERB|PERS<2>
sugdosott,sugdostál,3,VERB|PAST|PERS<2>
túltesz,túlteszel,8,VERB|PERS<2>
meglátni,meglátnod,14,VERB|INF|PERS<2>
fogadtatott,fogadtattál,12,VERB|PAST|PERS<2>
bezárkózhatik,bezárkózhatsz,2,VERB|MODAL|PERS<2>
széttéphet,széttéphetsz,2,VERB|MODAL|PERS<2>
cukkoljon,cukkoljál,1,VERB|SUBJUNC-IMP|PERS<2>
felfogad,felfogadsz,4,VERB|PERS<2>
megtelepedhetik,megtelepedhetsz,2,VERB|MODAL|PERS<2>
túlhaladt,túlhaladtál,2,VERB|PAST|PERS<2>
udvaroljon,udvarolj,20,VERB|SUBJUNC-IMP|PERS<2>
szorítani,szorítanod,5,VERB|INF|PERS<2>
ellökne,ellöknél,6,VERB|COND|PERS<2>
megmelegedik,megmelegszel,18,VERB|PERS<2>
megvénült,megvénültél,24,VERB|PAST|PERS<2>
tankolhat,tankolhatsz,2,VERB|MODAL|PERS<2>
felzaklatott,felzaklattál,6,VERB|PAST|PERS<2>
hevüljön,hevülj,5,VERB|SUBJUNC-IMP|PERS<2>
átél,átélsz,10,VERB|PERS<2>
megszülethetett,megszülethettél,12,VERB|MODAL|PAST|PERS<2>
fogóddzék,fogóddz,10,VERB|SUBJUNC-IMP|PERS<2>
halászott,halásztál,6,VERB|PAST|PERS<2>
bérmált,bérmáltál,1,VERB|PAST|PERS<2>
felbomlasztani,felbomlasztanod,2,VERB|INF|PERS<2>
kettévan,kettévagy,2,VERB|PERS<2>
hajazzon,hajazz,2,VERB|SUBJUNC-IMP|PERS<2>
félreáll,félreállsz,10,VERB|PERS<2>
kijárhatna,kijárhatnál,2,VERB|MODAL|COND|PERS<2>
szikrázik,szikrázol,6,VERB|PERS<2>
meggondolkozott,meggondolkoztál,1,VERB|PAST|PERS<2>
titkol,titkolsz,18,VERB|PERS<2>
vizsgálna,vizsgálnál,4,VERB|COND|PERS<2>
tolassék,tolass,4,VERB|SUBJUNC-IMP|PERS<2>
nemzzen,nemzzél,3,VERB|SUBJUNC-IMP|PERS<2>
mereng,merengsz,11,VERB|PERS<2>
imádni,imádnod,4,VERB|INF|PERS<2>
becipelni,becipelned,2,VERB|INF|PERS<2>
meggyőzni,meggyőznöd,16,VERB|INF|PERS<2>
fellelhet,fellelhetsz,4,VERB|MODAL|PERS<2>
szunyókáljon,szunyókálj,2,VERB|SUBJUNC-IMP|PERS<2>
átér,átérsz,21,VERB|PERS<2>
közbeszólhatott,közbeszólhattál,2,VERB|MODAL|PAST|PERS<2>
hozzájáruljon,hozzájárulj,6,VERB|SUBJUNC-IMP|PERS<2>
átgázolt,átgázoltál,15,VERB|PAST|PERS<2>
meggyőzne,meggyőznél,4,VERB|COND|PERS<2>
lekaparni,lekaparnod,2,VERB|INF|PERS<2>
keresztényeskedni,kereszténykedned,1,NOUN[REG_ACT]|VERB|INF|PERS<2>
született,születtél,32,VERB|PAST|PERS<2>
próbál,próbálsz,24,VERB|PERS<2>
közlekedjen,közlekedj,20,VERB|SUBJUNC-IMP|PERS<2>
sírhatna,sírhatnál,2,VERB|MODAL|COND|PERS<2>
gazdagítson,gazdagíts,6,VERB|SUBJUNC-IMP|PERS<2>
spekulál,spekulálsz,8,VERB|PERS<2>
kitud,kitudsz,2,VERB|PERS<2>
pöfékelt,pöfékeltél,1,VERB|PAST|PERS<2>
kiküldeni,kiküldened,4,VERB|INF|PERS<2>
helyeztetett,helyeztettél,12,VERB|PAST|PERS<2>
osztódjék,osztódj,4,VERB|SUBJUNC-IMP|PERS<2>
böködne,böködnél,1,VERB|COND|PERS<2>
megvénülni,megvénülnöd,6,VERB|INF|PERS<2>
gúnyolódjék,gúnyolódjál,18,VERB|SUBJUNC-IMP|PERS<2>
főzetett,főzettél,22,VERB|PAST|PERS<2>
gúnyolódni,gúnyolódnod,12,VERB|INF|PERS<2>
ellökött,ellöktél,6,VERB|PAST|PERS<2>
utált,utáltál,10,VERB|PAST|PERS<2>
gebedjen,gebedj,6,VERB|SUBJUNC-IMP|PERS<2>
odaáldozik,odaáldozol,2,VERB|PERS<2>
csigázzon,csigázz,30,VERB|SUBJUNC-IMP|PERS<2>
sértsen,sérts,10,VERB|SUBJUNC-IMP|PERS<2>
rágyújtott,rágyújtottál,4,VERB|PAST|PERS<2>
végezni,végzened,1,VERB|INF|PERS<2>
sírhatott,sírhattál,2,VERB|MODAL|PAST|PERS<2>
sebzett,sebeztél,2,VERB|PAST|PERS<2>
összeomlik,összeomlasz,4,VERB|PERS<2>
sérül,sérülsz,2,VERB|PERS<2>
kimarkol,kimarkolsz,3,VERB|PERS<2>
jóllakhatik,jóllakhatsz,10,VERB|MODAL|PERS<2>
csuklódjék,csuklódj,1,VERB[MEDIAL]|VERB|SUBJUNC-IMP|PERS<2>
eljusson,eljussál,2,VERB|SUBJUNC-IMP|PERS<2>
előszámlál,előszámlálsz,6,VERB|PERS<2>
benyomni,benyomnod,2,VERB|INF|PERS<2>
rákiált,rákiáltasz,4,VERB|PERS<2>
irányított,irányítottál,5,VERB|PAST|PERS<2>
belepistul,belepistulsz,2,VERB|PERS<2>
föllebbezhet,föllebbezhetsz,1,VERB|MODAL|PERS<2>
megkereshessen,megkereshess,2,VERB|MODAL|SUBJUNC-IMP|PERS<2>
odajött,odajöttél,12,VERB|PAST|PERS<2>
kedvetlenkedett,kedvetlenkedtél,1,NOUN[NEG_ATTRIB]|ADJ[REG_ACT]|VERB|PAST|PERS<2>
sóhajtozhat,sóhajtozhatsz,1,VERB|MODAL|PERS<2>
zaklathat,zaklathatsz,2,VERB|MODAL|PERS<2>
belesült,belesültél,15,VERB|PAST|PERS<2>
barátkozni,barátkoznod,2,VERB|INF|PERS<2>
kikeres,kikeresel,2,VERB|PERS<2>
kontrázzon,kontrázz,2,VERB|SUBJUNC-IMP|PERS<2>
feltételezzen,feltételezz,8,VERB|SUBJUNC-IMP|PERS<2>
harácsoljon,harácsolj,8,VERB|SUBJUNC-IMP|PERS<2>
átkarolna,átkarolnál,3,VERB|COND|PERS<2>
bebocsásson,bebocsáss,2,VERB|SUBJUNC-IMP|PERS<2>
áthajózott,áthajóztál,6,VERB|PAST|PERS<2>
leereszkedni,leereszkedned,3,VERB|INF|PERS<2>
kerülget,kerülgetsz,4,VERB|PERS<2>
utálna,utálnál,2,VERB|COND|PERS<2>
bizonyosodik,bizonyosodsz,6,VERB|PERS<2>
elszökhetik,elszökhetsz,4,VERB|MODAL|PERS<2>
puhuljon,puhulj,2,VERB|SUBJUNC-IMP|PERS<2>
elhibáz,elhibázol,8,VERB|PERS<2>
megüt,megütsz,16,VERB|PERS<2>
fúlhat,fúlhatsz,1,VERB|MODAL|PERS<2>
születni,születned,18,VERB|INF|PERS<2>
lesiessen,lesiess,2,VERB|SUBJUNC-IMP|PERS<2>
kergetett,kergettél,10,VERB|PAST|PERS<2>
ingerelne,ingerelnél,2,VERB|COND|PERS<2>
meglátott,megláttál,30,VERB|PAST|PERS<2>
kiállhat,kiállhatsz,6,VERB|MODAL|PERS<2>
araszolgat,araszolgatsz,2,VERB|PERS<2>
hencegett,hencegtél,6,VERB|PAST|PERS<2>
védetni,védetned,2,VERB|INF|PERS<2>
napoljon,napolj,2,VERB|SUBJUNC-IMP|PERS<2>
írogat,írogatsz,8,VERB|PERS<2>
vizsgálni,vizsgálnod,16,VERB|INF|PERS<2>
napozzon,napozz,4,VERB|SUBJUNC-IMP|PERS<2>
agyonüssön,agyonüss,4,VERB|SUBJUNC-IMP|PERS<2>
belekényszerít,belekényszerítesz,2,VERB|PERS<2>
rakhat,rakhatsz,9,VERB|MODAL|PERS<2>
beutaz,beutazol,10,VERB|PERS<2>
lüktessen,lüktess,4,VERB|SUBJUNC-IMP|PERS<2>
halászna,halásznál,27,VERB|COND|PERS<2>
nyüzsgött,nyüzsögtél,3,VERB|PAST|PERS<2>
felbandukol,felbandukolsz,1,VERB|PERS<2>
utálni,utálnod,3,VERB|INF|PERS<2>
leereszkedne,leereszkednél,12,VERB|COND|PERS<2>
rázkódjék,rázkódjál,2,VERB|SUBJUNC-IMP|PERS<2>
ujjong,ujjongasz,1,VERB|PERS<2>
futtatni,futtatnod,2,VERB|INF|PERS<2>
elidegenül,elidegenülsz,3,VERB|PERS<2>
nyekeg,nyekegsz,2,VERB|PERS<2>
megtartani,megtartanod,14,VERB|INF|PERS<2>
rajtaért,rajtaértél,3,VERB|PAST|PERS<2>
tekézett,tekéztél,2,VERB|PAST|PERS<2>
felszenteltetett,felszenteltettél,6,VERB[CAUS]|VERB|PAST|PERS<2>
születne,születnél,12,VERB|COND|PERS<2>
ingerelni,ingerelned,2,VERB|INF|PERS<2>
átkarolt,átkaroltál,15,VERB|PAST|PERS<2>
rávert,rávertél,2,VERB|PAST|PERS<2>
lehervad,lehervadsz,4,VERB|PERS<2>
szólongatott,szólongattál,2,VERB|PAST|PERS<2>
leereszkedett,leereszkedtél,6,VERB|PAST|PERS<2>
megsemmisít,megsemmisítesz,12,VERB|PERS<2>
megvehet,megvehetsz,7,VERB|MODAL|PERS<2>
kergetne,kergetnél,4,VERB|COND|PERS<2>
megdőlt,megdőltél,3,VERB|PAST|PERS<2>
csörög,csörögsz,1,VERB|PERS<2>
meglátna,meglátnál,12,VERB|COND|PERS<2>
áthatoljon,áthatolj,2,VERB|SUBJUNC-IMP|PERS<2>
nyirkosodik,nyirkosodsz,2,VERB|PERS<2>
vegyít,vegyítesz,3,VERB|PERS<2>
hencegni,hencegned,1,VERB|INF|PERS<2>
betemetett,betemettél,2,VERB|PAST|PERS<2>
törvénykezni,törvénykezned,1,VERB|INF|PERS<2>
megszomorít,megszomorítasz,8,VERB|PERS<2>
hencegjen,hencegjél,1,VERB|SUBJUNC-IMP|PERS<2>
élhet,élhetsz,12,VERB|MODAL|PERS<2>
kifárasztott,kifárasztottál,6,VERB|PAST|PERS<2>
taszíthat,taszíthatsz,3,VERB|MODAL|PERS<2>
lehiggad,lehiggadsz,8,VERB|PERS<2>
megül,megülsz,6,VERB|PERS<2>
