rendeltetésünk,rendeltetésünkhöz,9,NOUN|POSS<1><PLUR>|CAS<ALL>
alii,aliihoz,4,NOUN[MET_ATTRIB]|ADJ|PLUR|POSS|CAS<ALL>
holdutazás,holdutazáshoz,3,NOUN|CAS<ALL>
diplomájuk,diplomájukhoz,2,NOUN|POSS<PLUR>|CAS<ALL>
cicáé,cicáéhoz,1,NOUN|ANP|CAS<ALL>
üszök,üszökhöz,1,NOUN|CAS<ALL>
vásárja,vásárához,1,NOUN|POSS|CAS<ALL>
kihűtése,kihűtéséhez,4,VERB[GERUND]|NOUN|POSS|CAS<ALL>
megnemesítés,megnemesítéshez,4,VERB[GERUND]|NOUN|CAS<ALL>
feltételei,feltételeihez,10,NOUN|PLUR|POSS|CAS<ALL>
matyiék,matyiékhoz,1,NOUN[MET_ATTRIB]|ADJ|PLUR<FAM>|CAS<ALL>
iskolafenntartói,iskolafenntartóihoz,6,NOUN[MET_ATTRIB]|ADJ|CAS<ALL>
maratás,maratáshoz,6,NOUN|CAS<ALL>
kereskedők,kereskedőkhöz,18,NOUN|PLUR|CAS<ALL>
megvásárlása,megvásárlásához,24,VERB[GERUND]|NOUN|POSS|CAS<ALL>
énekesnőm,énekesnőmhöz,1,NOUN|POSS<1>|CAS<ALL>
spagetti,spagettihez,1,NOUN|CAS<ALL>
ezüstbányáink,ezüstbányáinkhoz,1,NOUN|PLUR|POSS<1><PLUR>|CAS<ALL>
megismerhetősége,megismerhetőségéhez,8,VERB[MODAL_PART]|ADJ[ABSTRACT]|NOUN|POSS|CAS<ALL>
bomlás,bomláshoz,21,NOUN|CAS<ALL>
kínaik,kínaiakhoz,26,NOUN|PLUR|CAS<ALL>
tudósa,tudósához,20,ADJ|POSS|CAS<ALL>
titoknoka,titoknokához,6,NOUN|POSS|CAS<ALL>
igazgatóságai,igazgatóságaihoz,2,NOUN|PLUR|POSS|CAS<ALL>
diszkriminációk,diszkriminációkhoz,1,NOUN|PLUR|CAS<ALL>
águk,águkhoz,1,NOUN|POSS<PLUR>|CAS<ALL>
akadémikusok,akadémikusokhoz,2,ADJ|PLUR|CAS<ALL>
megdolgozása,megdolgozásához,16,VERB[GERUND]|NOUN|POSS|CAS<ALL>
csapásai,csapásaihoz,9,NOUN|PLUR|POSS|CAS<ALL>
úsztatás,úsztatáshoz,2,VERB[GERUND]|NOUN|CAS<ALL>
vaskapocs,vaskapocshoz,1,NOUN|CAS<ALL>
óhajtásaink,óhajtásainkhoz,2,NOUN|PLUR|POSS<1><PLUR>|CAS<ALL>
tisztikar,tisztikarhoz,7,NOUN|CAS<ALL>
kiegyenesedése,kiegyenesedéséhez,4,VERB[GERUND]|NOUN|POSS|CAS<ALL>
ebédelés,ebédeléshez,4,VERB[GERUND]|NOUN|CAS<ALL>
külföldiek,külföldiekhez,18,NOUN|PLUR|CAS<ALL>
vakuk,vakukhoz,2,ADJ|POSS<PLUR>|CAS<ALL>
kocsisai,kocsisaihoz,10,ADJ|PLUR|POSS|CAS<ALL>
aktívak,aktívakhoz,4,ADJ|PLUR|CAS<ALL>
felhajtója,felhajtójához,4,ADJ|POSS|CAS<ALL>
kicsiszolása,kicsiszolásához,2,VERB[GERUND]|NOUN|POSS|CAS<ALL>
állatjaik,állataikhoz,4,NOUN|PLUR|POSS<PLUR>|CAS<ALL>
munkaköröm,munkakörömhöz,8,NOUN|POSS<1>|CAS<ALL>
közösségeké,közösségekéhez,4,NOUN|PLUR|ANP|CAS<ALL>
formaérzékem,formaérzékemhez,1,NOUN|POSS<1>|CAS<ALL>
könyvecskék,könyvecskékhez,2,NOUN|PLUR|CAS<ALL>
nyájösztön,nyájösztönhöz,1,NOUN|CAS<ALL>
íróm,írómhoz,3,NOUN|POSS<1>|CAS<ALL>
egyetemiség,egyetemiséghez,3,ADJ[ABSTRACT]|NOUN|CAS<ALL>
karikák,karikákhoz,8,NOUN|PLUR|CAS<ALL>
szamárság,szamársághoz,2,NOUN|CAS<ALL>
palackok,palackokhoz,15,NOUN|PLUR|CAS<ALL>
németek,németekhez,18,ADJ|PLUR|CAS<ALL>
zúgás,zúgáshoz,4,NOUN|CAS<ALL>
újrahasznosítás,újrahasznosításhoz,2,VERB[GERUND]|NOUN|CAS<ALL>
vincellér,vincellérhez,1,NOUN|CAS<ALL>
alakulat,alakulathoz,10,NOUN|CAS<ALL>
szertartásuk,szertartásukhoz,5,NOUN|POSS<PLUR>|CAS<ALL>
kenőanyagok,kenőanyagokhoz,1,NOUN|PLUR|CAS<ALL>
átverés,átveréshez,8,VERB[GERUND]|NOUN|CAS<ALL>
terület,területhez,12,NOUN|CAS<ALL>
tranzakciók,tranzakciókhoz,11,NOUN|PLUR|CAS<ALL>
ültetvények,ültetvényekhez,4,NOUN|PLUR|CAS<ALL>
nyugtalankodásai,nyugtalankodásaihoz,2,NOUN|PLUR|POSS|CAS<ALL>
kisbéres,kisbéreshez,1,NOUN|CAS<ALL>
redakció,redakcióhoz,2,NOUN|CAS<ALL>
vásárlói,vásárlóihoz,3,NOUN[MET_ATTRIB]|ADJ|CAS<ALL>
ütegem,ütegemhez,1,NOUN|POSS<1>|CAS<ALL>
legidősebb,legidősebbhez,10,ADJ[SUPERLAT]|ADJ|CAS<ALL>
elővarázsolása,elővarázslásához,4,VERB[GERUND]|NOUN|POSS|CAS<ALL>
címbeli,címbelihez,1,NOUN[LOC_INE]|ADJ|CAS<ALL>
nevetségei,nevetségeihez,1,NOUN|PLUR|POSS|CAS<ALL>
méretű,méretűhöz,2,ADJ|CAS<ALL>
orcátok,orcátokhoz,1,NOUN|POSS<2><PLUR>|CAS<ALL>
mellékhelyiségek,mellékhelyiségekhez,3,NOUN|PLUR|CAS<ALL>
leolvasás,leolvasáshoz,3,NOUN|CAS<ALL>
céhrendszer,céhrendszerhez,1,NOUN|CAS<ALL>
szilágyié,szilágyiéhoz,2,NOUN[MET_ATTRIB]|ADJ|ANP|CAS<ALL>
somfa,somfához,2,NOUN|CAS<ALL>
kurtizánja,kurtizánjához,1,NOUN|POSS|CAS<ALL>
bizottmánya,bizottmányához,4,NOUN|POSS|CAS<ALL>
perce,percéhez,16,NOUN|POSS|CAS<ALL>
megkeresése,megkereséséhez,60,NOUN|POSS|CAS<ALL>
szigorlatok,szigorlatokhoz,2,NOUN|PLUR|CAS<ALL>
hozománya,hozományához,6,NOUN|POSS|CAS<ALL>
szeretése,szeretéséhez,6,VERB[GERUND]|NOUN|POSS|CAS<ALL>
terveim,terveimhez,7,NOUN|PLUR|POSS<1>|CAS<ALL>
oktatások,oktatásokhoz,6,NOUN|PLUR|CAS<ALL>
különbözés,különbözéshez,12,NOUN|CAS<ALL>
alulértékelése,alulértékeléséhez,12,VERB[GERUND]|NOUN|POSS|CAS<ALL>
írnok,írnokhoz,11,NOUN|CAS<ALL>
hálófajták,hálófajtákhoz,1,NOUN[TYPE4]|ADJ|PLUR|CAS<ALL>
pui,puihoz,1,NOUN[MET_ATTRIB]|ADJ|CAS<ALL>
macskazene,macskazenéhez,1,NOUN|CAS<ALL>
sorköz,sorközhöz,1,NOUN|CAS<ALL>
háborúk,háborúkhoz,9,NOUN|PLUR|CAS<ALL>
katalogizálása,katalogizálásához,6,VERB[GERUND]|NOUN|POSS|CAS<ALL>
ortográfiája,ortográfiájához,3,NOUN|POSS|CAS<ALL>
csapattestei,csapattesteihez,1,NOUN|PLUR|POSS|CAS<ALL>
újítás,újításhoz,24,NOUN|CAS<ALL>
bölcsességed,bölcsességedhez,9,NOUN|POSS<2>|CAS<ALL>
kölcsönkérés,kölcsönkéréshez,4,VERB[GERUND]|NOUN|CAS<ALL>
leplezések,leplezésekhez,3,NOUN|PLUR|CAS<ALL>
bombarobbanás,bombarobbanáshoz,1,NOUN|CAS<ALL>
