bámulás,bámulásnyi,1,NOUN[QUANTITY]|NUM
udvar,udvarnyi,4,NOUN[QUANTITY]|NUM
szekéralj,szekéraljnyi,1,NOUN[QUANTITY]|NUM
trillió,trilliónyi,2,NUM[QUANTITY]|NUM
sorozat,sorozatnyi,4,NOUN[QUANTITY]|NUM
terület,területnyi,1,NOUN[QUANTITY]|NUM
próba,próbányi,1,NOUN[QUANTITY]|NUM
épület,épületnyi,2,NOUN[QUANTITY]|NUM
halász,halásznyi,1,NOUN[QUANTITY]|NUM
csermely,csermelynyi,2,NOUN[QUANTITY]|NUM
szekrény,szekrénynyi,1,NOUN[QUANTITY]|NUM
nap,napnyi,12,NOUN[QUANTITY]|NUM
csarnok,csarnoknyi,2,NOUN[QUANTITY]|NUM
pisztolylövés,pisztolylövésnyi,2,NOUN[QUANTITY]|NUM
kérdés,kérdésnyi,1,NOUN[QUANTITY]|NUM
tok,toknyi,1,NOUN[QUANTITY]|NUM
nyelés,nyelésnyi,2,NOUN[QUANTITY]|NUM
puszta,pusztányi,1,NOUN[QUANTITY]|NUM
haj,hajnyi,19,NOUN[QUANTITY]|NUM
méhkas,méhkasnyi,1,NOUN[QUANTITY]|NUM
tűfok,tűfoknyi,3,NOUN[QUANTITY]|NUM
nagyapa,nagyapányi,1,NOUN[QUANTITY]|NUM
bab,babnyi,2,NOUN[QUANTITY]|NUM
pallium,palliumnyi,2,NOUN[QUANTITY]|NUM
búcsú,búcsúnyi,1,NOUN[QUANTITY]|NUM
újsághír,újsághírnyi,1,NOUN[QUANTITY]|NUM
rajztábla,rajztáblányi,1,NOUN[QUANTITY]|NUM
tyúktojás,tyúktojásnyi,8,NOUN[QUANTITY]|NUM
farkas,farkasnyi,1,NOUN[QUANTITY]|NUM
villamosmegálló,villamosmegállónyi,1,NOUN[QUANTITY]|NUM
mindenség,mindenségnyi,2,NOUN[QUANTITY]|NUM
novella,novellányi,4,NOUN[QUANTITY]|NUM
porció,porciónyi,2,NOUN[QUANTITY]|NUM
eperszem,eperszemnyi,1,NOUN[QUANTITY]|NUM
herma,hermányi,87,NOUN[QUANTITY]|NUM
mikrométer,mikrométernyi,1,NOUN[QUANTITY]|NUM
határ,határnyi,3,NOUN[QUANTITY]|NUM
iga,igányi,1,NOUN[QUANTITY]|NUM
kicsi,kicsinyi,3,NOUN[QUANTITY]|NUM
ürge,ürgényi,1,NOUN[QUANTITY]|NUM
sima,simányi,39,NOUN[QUANTITY]|NUM
tűszúrás,tűszúrásnyi,8,NOUN[QUANTITY]|NUM
hal,halnyi,2,NOUN[QUANTITY]|NUM
serpenyő,serpenyőnyi,1,NOUN[QUANTITY]|NUM
utókor,utókornyi,1,NOUN[QUANTITY]|NUM
ír,írnyi,2,NOUN[QUANTITY]|NUM
kerék,keréknyi,5,NOUN[QUANTITY]|NUM
keret,keretnyi,1,NOUN[QUANTITY]|NUM
batyu,batyunyi,1,NOUN[QUANTITY]|NUM
óriásmolekula,óriásmolekulányi,1,NOUN[QUANTITY]|NUM
csikó,csikónyi,1,NOUN[QUANTITY]|NUM
hét,hétnyi,16,NUM[QUANTITY]|NUM
farkasszem,farkasszemnyi,1,NOUN[QUANTITY]|NUM
franc,francnyi,3,NOUN[QUANTITY]|NUM
pihenés,pihenésnyi,1,NOUN[QUANTITY]|NUM
jobbágy,jobbágynyi,1,NOUN[QUANTITY]|NUM
írólap,írólapnyi,1,NOUN[QUANTITY]|NUM
kazetta,kazettányi,3,NOUN[QUANTITY]|NUM
mérő,mérőnyi,5,NOUN[QUANTITY]|NUM
létminimum,létminimumnyi,1,NOUN[QUANTITY]|NUM
oldalas,oldalasnyi,1,NOUN[QUANTITY]|NUM
sütet,sütetnyi,3,NOUN[QUANTITY]|NUM
öv,övnyi,1,NOUN[QUANTITY]|NUM
hiba,hibányi,1,NOUN[QUANTITY]|NUM
dárda,dárdányi,4,NOUN[QUANTITY]|NUM
bankrablás,bankrablásnyi,1,NOUN[QUANTITY]|NUM
ötven,ötvenedik,19,NUM[ORD]|NUM
négyszögöl,négyszögölnyi,9,NOUN[QUANTITY]|NUM
gyufaskatulya,gyufaskatulyányi,2,NOUN[QUANTITY]|NUM
földimogyoró,földimogyorónyi,1,NOUN[QUANTITY]|NUM
ezrelék,ezreléknyi,6,NOUN[QUANTITY]|NUM
lepke,lepkényi,1,NOUN[QUANTITY]|NUM
bácsi,bácsinyi,1,NOUN[QUANTITY]|NUM
kávéház,kávéháznyi,1,NOUN[QUANTITY]|NUM
csavar,csavarnyi,1,NOUN[QUANTITY]|NUM
világegyetem,világegyetemnyi,3,NOUN[QUANTITY]|NUM
homokszem,homokszemnyi,4,NOUN[QUANTITY]|NUM
nyilallás,nyilallásnyi,1,NOUN[QUANTITY]|NUM
éter,éternyi,2,NOUN[QUANTITY]|NUM
lófő,lófőnyi,1,NOUN[QUANTITY]|NUM
golflabda,golflabdányi,1,NOUN[QUANTITY]|NUM
katonaláda,katonaládányi,1,NOUN[QUANTITY]|NUM
tyúk,tyúknyi,1,NOUN[QUANTITY]|NUM
hegység,hegységnyi,2,NOUN[QUANTITY]|NUM
koporsó,koporsónyi,3,NOUN[QUANTITY]|NUM
hány,hanyadik,12,NUM[ORD]|NUM
ének,éneknyi,3,NOUN[QUANTITY]|NUM
meghajlás,meghajlásnyi,6,NOUN[QUANTITY]|NUM
csillám,csillámnyi,1,NOUN[QUANTITY]|NUM
levélhullás,levélhullásnyi,1,NOUN[QUANTITY]|NUM
velőborsó,velőborsónyi,1,NOUN[QUANTITY]|NUM
grépfrút,grépfrútnyi,1,NOUN[QUANTITY]|NUM
villámtréfa,villámtréfányi,1,NOUN[QUANTITY]|NUM
csapszék,csapszéknyi,1,NOUN[QUANTITY]|NUM
dunsztosüveg,dunsztosüvegnyi,1,NOUN[QUANTITY]|NUM
szekér,szekérnyi,17,NOUN[QUANTITY]|NUM
tepsi,tepsinyi,1,NOUN[QUANTITY]|NUM
