gyulladni,gyulladnia,4,VERB|INF|PERS
elcseszni,elcsesznie,2,VERB|INF|PERS
belekapcsolódni,belekapcsolódnia,4,VERB|INF|PERS
betemetni,betemetnie,2,VERB|INF|PERS
csorbítani,csorbítania,2,VERB|INF|PERS
eligazítani,eligazítania,15,VERB|INF|PERS
félreütni,félreütnie,1,VERB|INF|PERS
kimerészkedni,kimerészkednie,6,VERB|INF|PERS
hozzájárni,hozzájárnia,1,VERB|INF|PERS
elterelni,elterelnie,12,VERB|INF|PERS
átgázolni,átgázolnia,18,VERB|INF|PERS
főzetni,főzetnie,2,VERB|INF|PERS
meglátni,meglátnia,20,VERB|INF|PERS
megharagítani,megharagítania,2,VERB|INF|PERS
átballagni,átballagnia,3,VERB|INF|PERS
különválni,különválnia,2,VERB|INF|PERS
szorítani,szorítania,10,VERB|INF|PERS
tenyészteni,tenyésztenie,3,VERB|INF|PERS
felbomlasztani,felbomlasztania,2,VERB|INF|PERS
ráverni,rávernie,4,VERB|INF|PERS
imádni,imádnia,8,VERB|INF|PERS
lekaparni,lekaparnia,4,VERB|INF|PERS
kiküldeni,kiküldenie,12,VERB|INF|PERS
könnyebbíteni,könnyebbítenie,1,VERB|INF|PERS
fogadtatni,fogadtatnia,14,VERB|INF|PERS
gúnyolódni,gúnyolódnia,12,VERB|INF|PERS
megrázni,megráznia,4,VERB|INF|PERS
meggyőzni,meggyőznie,20,VERB|INF|PERS
megdőlni,megdőlnie,4,VERB|INF|PERS
oldalogni,oldalognia,3,VERB|INF|PERS
hárulni,hárulnia,1,VERB|INF|PERS
benyomni,benyomnia,8,VERB|INF|PERS
megegyeztetni,megegyeztetnie,4,VERB|INF|PERS
barátkozni,barátkoznia,10,VERB|INF|PERS
halászni,halásznia,12,VERB|INF|PERS
leereszkedni,leereszkednie,15,VERB|INF|PERS
születni,születnie,28,VERB|INF|PERS
egyenjogúsíttatni,egyenjogúsíttatnia,3,VERB[CAUS]|VERB|INF|PERS
fölsóhajtani,fölsóhajtania,2,VERB|INF|PERS
visszailleszteni,visszaillesztenie,2,VERB|INF|PERS
túlharsogni,túlharsognia,4,VERB|INF|PERS
szétvetni,szétvetnie,2,VERB|INF|PERS
földerengeni,földerengenie,1,VERB|INF|PERS
vizsgálni,vizsgálnia,20,VERB|INF|PERS
helyeztetni,helyeztetnie,9,VERB|INF|PERS
ösztökélni,ösztökélnie,10,VERB|INF|PERS
utálni,utálnia,7,VERB|INF|PERS
rázkódni,rázkódnia,1,VERB|INF|PERS
megtartani,megtartania,20,VERB|INF|PERS
futtatni,futtatnia,5,VERB|INF|PERS
szinkronizálni,szinkronizálnia,1,VERB|INF|PERS
szólongatni,szólongatnia,2,VERB|INF|PERS
ingerelni,ingerelnie,6,VERB|INF|PERS
kimenteni,kimentenie,16,VERB|INF|PERS
összehúzódni,összehúzódnia,8,VERB|INF|PERS
áthajózni,áthajóznia,6,VERB|INF|PERS
hencegni,hencegnie,4,VERB|INF|PERS
tározni,tároznia,2,VERB|INF|PERS
megújrázni,megújráznia,2,VERB|INF|PERS
áthatni,áthatnia,16,VERB|INF|PERS
kipreparálni,kipreparálnia,2,VERB|INF|PERS
megoszlani,megoszlania,15,VERB|INF|PERS
süvegelni,süvegelnie,4,VERB|INF|PERS
átkarolni,átkarolnia,6,VERB|INF|PERS
mosódni,mosódnia,2,VERB|INF|PERS
kergetni,kergetnie,8,VERB|INF|PERS
felállítani,felállítania,18,VERB|INF|PERS
föllapozni,föllapoznia,2,VERB|INF|PERS
leadni,leadnia,18,VERB|INF|PERS
oltalmaztatni,oltalmaztatnia,2,VERB[CAUS]|VERB|INF|PERS
eljutni,eljutnia,20,VERB|INF|PERS
rájönni,rájönnie,9,VERB|INF|PERS
levonni,levonnia,18,VERB|INF|PERS
előrenyomulni,előrenyomulnia,2,VERB|INF|PERS
fejeződni,fejeződnie,24,VERB|INF|PERS
hozzárendelni,hozzárendelnie,3,VERB|INF|PERS
felkiabálni,felkiabálnia,2,VERB|INF|PERS
felemlegetni,felemlegetnie,2,VERB|INF|PERS
váltani,váltania,9,VERB|INF|PERS
eszközölni,eszközlenie,2,VERB|INF|PERS
mosolygani,mosolyognia,10,VERB|INF|PERS
leélni,leélnie,20,VERB|INF|PERS
surranni,surrannia,4,VERB|INF|PERS
ültetni,ültetnie,8,VERB|INF|PERS
megköszönni,megköszönnie,20,VERB|INF|PERS
kicsépelni,kicsépelnie,3,VERB|INF|PERS
ólálkodni,ólálkodnia,1,VERB|INF|PERS
szétverni,szétvernie,10,VERB|INF|PERS
felcserélni,felcserélnie,21,VERB|INF|PERS
általesni,általesnie,1,VERB|INF|PERS
generálni,generálnia,6,VERB|INF|PERS
bolondítani,bolondítania,10,VERB|INF|PERS
visszamerülni,visszamerülnie,2,VERB|INF|PERS
meglocsolni,meglocsolnia,2,VERB|INF|PERS
bevackolódni,bevackolódnia,4,VERB[MEDIAL]|VERB|INF|PERS
eltorzítani,eltorzítania,6,VERB|INF|PERS
önállósítani,önállósítania,3,VERB|INF|PERS
megfogódzni,megfogódzania,1,VERB|INF|PERS
közöltetni,közöltetnie,2,VERB[CAUS]|VERB|INF|PERS
kitelni,kitelnie,4,VERB|INF|PERS
bejelenteni,bejelentenie,18,VERB|INF|PERS
