feltétel,feltételezik,132,NOUN[ACT]|VERB
feltételez,feltételezet,2,VERB[CAUS]|VERB
cipzár,cipzáraz,1,NOUN[ACT]|VERB
zord,zordít,1,ADJ[TRANS_RESULT]|VERB
államrend,államrendez,1,NOUN[ACT]|VERB
újranév,újranevezik,3,NOUN[ACT]|VERB
feltét,feltétezik,4,NOUN[ACT]|VERB
beszövevény,beszövevényez,1,NOUN[ACT]|VERB
rabszolga,rabszolgál,2,NOUN[ACT2]|VERB
beszop,beszopódik,3,VERB[MEDIAL]|VERB
zsendice,zsendicéz,1,NOUN[ACT]|VERB
hajlik,hajlat,46,VERB[CAUS]|VERB
kormányforma,kormányformál,1,NOUN[ACT2]|VERB
félreértelem,félreértelmez,8,NOUN[ACT]|VERB
elem,elemezik,4,NOUN[ACT]|VERB
sáfrány,sáfrányoz,1,NOUN[ACT]|VERB
nyugdíj,nyugdíjal,1,NOUN[ACT2]|VERB
hajdú,hajdúz,1,NOUN[ACT]|VERB
végzet,végzetez,1,NOUN[ACT]|VERB
tároz,tároztat,2,VERB[CAUS]|VERB
ováció,ovációz,2,NOUN[ACT]|VERB
imád,imádtat,3,VERB[CAUS]|VERB
tankönyv,tankönyvel,1,NOUN[ACT2]|VERB
alj,aljaskodik,1,NOUN[REG_ACT]|VERB
örv,örvel,1,NOUN[ACT2]|VERB
örv,örvez,1,NOUN[ACT]|VERB
behegy,behegyez,2,NOUN[ACT]|VERB
tűrömfű,tűrömfüvel,1,NOUN[ACT2]|VERB
megtakarít,megtakarítódik,2,VERB[MEDIAL]|VERB
kihirdet,kihirdetődik,2,VERB[MEDIAL]|VERB
összeér,összeéret,3,VERB[CAUS]|VERB
beerdő,beerdőz,1,NOUN[ACT]|VERB
összeszár,összeszáraz,1,NOUN[ACT]|VERB
vonalas,vonalasít,1,ADJ[TRANS_RESULT]|VERB
elhülye,elhülyéskedik,4,NOUN[REG_ACT]|VERB
szemle,szemlézik,6,NOUN[ACT]|VERB
tovasugároz,tovasugárzódik,3,VERB[MEDIAL]|VERB
szotykos,szotykosodik,1,ADJ[INTRANS_RESULT]|VERB
templom,templomozik,1,NOUN[ACT]|VERB
együttad,együttadódik,2,VERB[MEDIAL]|VERB
megállapít,megállapítódik,4,VERB[MEDIAL]|VERB
három,háromszoroz,1,NUM[MULTIPL-ITER]|VERB
elmozdít,elmozdítódik,2,VERB[MEDIAL]|VERB
filtrál,filtrálódik,2,VERB[MEDIAL]|VERB
elhanyagol,elhanyagolódik,6,VERB[MEDIAL]|VERB
jelentés,jelentésel,1,NOUN[ACT2]|VERB
mintakép,mintaképel,1,NOUN[ACT2]|VERB
halászik,halásztat,8,VERB[CAUS]|VERB
oldal,oldalazik,2,NOUN[ACT]|VERB
